1799.50	2190.54	30184.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
1811.30	2194.29	30210.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
1831.50	2199.46	30678.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1836.00	2193.21	31007.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
1834.10	2206.43	31143.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
1850.90	2222.32	31143.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
1862.10	2226.07	31298.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
1871.80	2224.64	31298.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1867.70	2214.64	31228.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
1892.10	2238.75	31355.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
1910.80	2239.11	31311.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
1917.50	2235.36	31170.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
1924.70	2218.39	31333.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1941.10	2256.43	31558.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
1939.00	2265.89	31568.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
1959.80	2291.07	31512.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2005.90	2322.86	31646.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2042.90	2324.11	31568.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2052.10	2342.32	31581.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2039.70	2338.21	31361.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2043.50	2333.75	31498.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2069.90	2331.25	31686.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2044.30	2321.07	31829.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2072.80	2347.14	31881.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2096.20	2343.21	32065.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2079.10	2323.04	32078.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2056.10	2286.07	32132.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2032.70	2282.50	31985.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2049.10	2281.25	31983.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2047.50	2303.93	32149.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2033.80	2311.43	32084.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2042.90	2324.82	32173.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
2065.80	2324.82	32177.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2061.00	2326.43	31980.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2033.70	2283.93	32312.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2016.60	2289.46	32452.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
2019.50	2245.54	32452.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
1996.70	2250.36	32286.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2002.40	2258.39	31986.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2021.30	2243.04	31964.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2039.70	2265.71	32074.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2059.20	2274.29	32000.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2072.80	2294.82	31877.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2083.50	2290.71	31938.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2083.30	2295.54	31838.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2075.90	2291.43	31656.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2085.20	2282.14	31702.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2103.00	2306.25	31553.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2125.70	2306.25	31724.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2121.20	2320.54	32100.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2112.60	2340.71	32098.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2073.10	2292.14	32021.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2053.60	2262.50	31655.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
2072.20	2266.25	31655.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2048.60	2263.21	31443.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2057.00	2243.04	31589.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00
2057.00	2243.04	31493.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2057.00	2257.86	31512.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2070.50	2275.54	32306.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2071.70	2281.52	32737.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2049.40	2281.34	32826.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2075.00	2293.62	32839.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2079.60	2304.80	33042.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2082.80	2298.20	33312.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2078.20	2304.80	33361.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2052.50	2291.97	32996.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2045.70	2304.80	33185.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2025.00	2301.87	32999.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2031.30	2311.58	33250.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2033.00	2319.65	33256.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2028.70	2296.00	33064.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2053.60	2337.06	33150.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2054.70	2337.79	33308.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2074.40	2379.40	33322.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2087.00	2386.91	33364.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2064.40	2377.38	33185.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2061.00	2409.46	33030.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2062.00	2402.68	32806.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2071.20	2386.85	33245.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2093.40	2389.10	33435.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2115.70	2418.99	33501.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2118.00	2418.80	33713.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
2118.00	2414.96	33793.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2103.10	2402.86	33955.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
2105.70	2393.70	33955.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2119.00	2384.90	33955.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2132.80	2381.96	33955.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2119.60	2376.47	34135.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2125.40	2371.33	34032.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2117.00	2374.45	33992.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2110.60	2382.88	34081.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2135.70	2439.70	33866.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2149.90	2463.89	33716.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2136.70	2453.45	33926.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2155.80	2462.43	33992.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2177.30	2470.12	33856.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2204.70	2501.10	34001.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2169.00	2502.02	34068.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2151.60	2478.01	33817.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2132.70	2483.87	33852.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2136.60	2482.59	34005.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2140.30	2493.77	34192.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00
2140.30	2493.77	34161.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2130.00	2475.55	34077.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2114.40	2480.15	34267.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2103.40	2490.63	33981.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2102.60	2517.83	33667.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2088.50	2480.70	33457.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2107.40	2496.32	33452.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2117.90	2512.32	33627.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2143.20	2516.91	33718.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2142.10	2513.42	33640.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2138.30	2518.84	33398.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2123.00	2503.54	33214.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2133.60	2503.36	33403.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2129.60	2475.00	32913.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2143.90	2486.38	33055.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2154.70	2479.89	33013.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2164.80	2472.88	33233.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2172.20	2464.91	33345.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2180.00	2481.98	33325.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2167.50	2531.87	33531.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2179.60	2511.38	33626.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2206.40	2526.37	33469.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2209.40	2504.74	33246.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2182.00	2458.27	32956.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2151.00	2440.06	32949.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2165.60	2452.77	33236.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
2174.40	2452.77	33190.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2162.90	2456.56	33310.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2161.20	2462.44	33423.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2189.10	2487.86	33704.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2195.20	2502.66	33676.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2250.90	2514.61	33747.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2256.70	2532.63	33702.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2258.00	2538.32	33631.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2273.70	2554.82	33575.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2274.90	2553.49	33456.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2273.10	2544.76	33344.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2292.50	2584.41	33557.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2292.30	2575.49	33665.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2283.00	2607.36	33899.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2259.10	2584.98	34093.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2269.40	2583.08	34539.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2264.50	2613.05	34516.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2283.70	2635.43	34785.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2306.00	2635.24	34706.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2297.00	2660.66	34954.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2292.30	2641.12	34898.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2307.80	2657.44	34899.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2306.30	2661.61	34780.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2327.50	2653.45	34742.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2341.50	2694.99	34630.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2348.10	2699.17	34759.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2360.40	2686.08	34859.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2347.30	2712.63	34720.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2354.20	2683.99	34713.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2325.90	2677.92	34672.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2326.20	2687.78	34811.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2345.80	2693.29	35084.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
2360.00	2679.63	35090.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
2375.10	2687.97	35063.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
2374.70	2647.00	35141.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2370.80	2650.99	35114.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
2382.40	2678.11	34893.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
